Id,Rarity Score,Rank,Attribute Count,Punk Type,Full Type,Hair,Eyes,Facial Hair,Blemishes,Neck Accessory,Mouth Prop,Mouth,Nose,Ears
7874,78.66,7839,3,Female,Female-Dark,Frumpy Hair,Horned Rim Glasses,,,,,Black Lipstick,,
7875,144.84,1661,2,Female,Female-Albino,Straight Hair Blonde,Blue Eye Shadow,,,,,,,
7876,84.01,7201,3,Female,Female-Light,Mohawk,Clown Eyes Green,,,,,Hot Lipstick,,
7877,130.45,2453,3,Female,Female-Albino,Straight Hair Dark,,,,,Cigarette,Purple Lipstick,,
7878,110.56,4190,4,Male,Male-Mid,Bandana,Small Shades,Muttonchops,,,Cigarette,,,
7879,122.91,3108,2,Male,Male-Light,Vampire Hair,,Chinstrap,,,,,,
7880,159.54,1192,3,Male,Male-Mid,Cowboy Hat,,Mustache,,,Vape,,,
7881,174.71,877,4,Male,Male-Mid,Mohawk Thin,,Luxurious Beard,,Silver Chain,Pipe,,,
7882,147.38,1552,4,Female,Female-Light,Crazy Hair,Blue Eye Shadow,,,,Medical Mask,,,Earring
7883,57.67,9842,2,Male,Male-Albino,Frumpy Hair,,,,,,,,Earring
7884,188.63,689,4,Male,Male-Albino,Messy Hair,Classic Shades,Luxurious Beard,Spots,,,,,
7885,76.75,8182,3,Male,Male-Dark,Messy Hair,,Muttonchops,,,,,,Earring
7886,153.98,1344,3,Male,Male-Light,Fedora,Small Shades,,,,Medical Mask,,,
7887,134.23,2237,3,Female,Female-Albino,Tassle Hat,,,,,Vape,,,Earring
7888,148.67,1502,3,Female,Female-Light,Pigtails,,,,,,Black Lipstick,,Earring
7889,127.12,2721,3,Female,Female-Light,Mohawk,,,Rosy Cheeks,,,,,Earring
7890,126.39,2774,2,Male,Male-Dark,Vampire Hair,,,,,,Frown,,
7891,111.84,4040,3,Female,Female-Light,Cap,,,,,Medical Mask,,,Earring
7892,132.06,2342,2,Male,Male-Light,Cowboy Hat,,,,,,Smile,,
7893,87.08,6827,2,Male,Male-Dark,Shaved Head,,Goat,,,,,,
7894,75.9,8323,3,Female,Female-Dark,Headband,Clown Eyes Blue,,,,,,,Earring
7895,107.54,4563,2,Male,Male-Mid,Cowboy Hat,Horned Rim Glasses,,,,,,,
7896,96.79,5727,4,Male,Male-Light,Wild Hair,Horned Rim Glasses,,,,Pipe,,,Earring
7897,129.58,2521,3,Female,Female-Dark,Red Mohawk,Clown Eyes Blue,,,,,Hot Lipstick,,
7898,306.06,116,4,Female,Female-Light,Orange Side,Welding Goggles,,,,,Hot Lipstick,,Earring
7899,64.62,9237,2,Female,Female-Mid,Headband,Nerd Glasses,,,,,,,
7900,128.77,2598,3,Female,Female-Light,Straight Hair Dark,Clown Eyes Blue,,,,,Hot Lipstick,,
7901,176.24,839,3,Male,Male-Mid,Top Hat,3D Glasses,Handlebars,,,,,,
7902,112.89,3955,4,Male,Male-Dark,Mohawk Dark,Horned Rim Glasses,Shadow Beard,,,Pipe,,,
7903,121.88,3213,3,Female,Female-Light,Red Mohawk,Big Shades,,,,,Hot Lipstick,,
7904,92.7,6238,4,Female,Female-Mid,Crazy Hair,Clown Eyes Blue,,,,,Hot Lipstick,,Earring
7905,89.12,6663,3,Male,Male-Albino,Stringy Hair,,Normal Beard Black,,,,,,Earring
7906,82.81,7330,3,Female,Female-Mid,Bandana,Clown Eyes Green,,,,,Purple Lipstick,,
7907,131.87,2354,2,Female,Female-Albino,Red Mohawk,Clown Eyes Blue,,,,,,,
7908,109.58,4304,3,Male,Male-Light,Peak Spike,Clown Eyes Blue,Normal Beard,,,,,,
7909,123.13,3088,3,Male,Male-Dark,Police Cap,Horned Rim Glasses,Front Beard Dark,,,,,,
7910,139.71,1937,2,Male,Male-Mid,Purple Hair,,,,Gold Chain,,,,
7911,78.02,7956,2,Male,Male-Mid,Knitted Cap,,Mustache,,,,,,
7912,100.45,5357,4,Male,Male-Light,Mohawk Dark,Horned Rim Glasses,Normal Beard Black,,,,,,Earring
7913,83.38,7271,2,Male,Male-Mid,Cap,,Chinstrap,,,,,,
7914,298.13,141,2,Zombie,Zombie,Knitted Cap,,Normal Beard Black,,,,,,
7915,143.08,1740,3,Female,Female-Albino,Straight Hair,Green Eye Shadow,,,,,,,Earring
7916,65.94,9143,2,Female,Female-Mid,Messy Hair,Eye Patch,,,,,,,
7917,138.84,1983,4,Male,Male-Dark,Purple Hair,,,,,Cigarette,Smile,,Earring
7918,97.79,5612,3,Male,Male-Dark,Knitted Cap,Big Shades,,,,,Frown,,
7919,78.63,7850,2,Female,Female-Dark,Mohawk Thin,,,,,Pipe,,,
7920,1128.46,21,6,Female,Female-Mid,Crazy Hair,VR,,Rosy Cheeks,,Cigarette,Hot Lipstick,Clown Nose,
7921,129.77,2511,4,Male,Male-Mid,Stringy Hair,Big Shades,Handlebars,,,Pipe,,,
7922,94.67,5993,3,Female,Female-Albino,Mohawk,Classic Shades,,,,,Black Lipstick,,
7923,211.6,516,4,Male,Male-Dark,Mohawk Dark,,Normal Beard Black,,,,Buck Teeth,,Earring
7924,96.51,5762,3,Female,Female-Mid,Cap,Green Eye Shadow,,,,Cigarette,,,
7925,117.96,3539,3,Male,Male-Light,Peak Spike,Small Shades,,,,,Smile,,
7926,124.48,2950,4,Male,Male-Mid,Mohawk,,Mustache,,,,Smile,,Earring
7927,70.81,8823,3,Male,Male-Light,Knitted Cap,Classic Shades,,,,Cigarette,,,
7928,221.74,446,2,Female,Female-Mid,Tiara,,,,,,Black Lipstick,,
7929,190.38,679,4,Female,Female-Light,Straight Hair,Clown Eyes Blue,,,Gold Chain,,Hot Lipstick,,
7930,105.71,4795,2,Female,Female-Mid,Straight Hair,,,Mole,,,,,
7931,77.25,8085,2,Male,Male-Dark,Mohawk Thin,,Mustache,,,,,,
7932,77.19,8100,3,Female,Female-Mid,Knitted Cap,Nerd Glasses,,,,,Purple Lipstick,,
7933,139.84,1929,4,Male,Male-Mid,Do-rag,3D Glasses,,,,,,Clown Nose,Earring
7934,65.13,9196,3,Male,Male-Mid,Headband,Classic Shades,,,,,,,Earring
7935,139.58,1945,3,Female,Female-Dark,,,,,Gold Chain,,Hot Lipstick,,Earring
7936,64.82,9219,2,Male,Male-Dark,Cap,Nerd Glasses,,,,,,,
7937,123.9,3011,3,Female,Female-Albino,Tassle Hat,Nerd Glasses,,,,,Hot Lipstick,,
7938,92.29,6297,2,Female,Female-Light,,Clown Eyes Green,,,,,,,Earring
7939,123.87,3012,3,Male,Male-Light,Fedora,Classic Shades,Goat,,,,,,
7940,129.22,2563,4,Female,Female-Mid,Red Mohawk,Big Shades,,,,,Hot Lipstick,,Earring
7941,131.87,2355,2,Female,Female-Albino,Half Shaved,Clown Eyes Blue,,,,,,,
7942,350.61,68,3,Female,Female-Dark,Pink With Hat,,,,Choker,,Hot Lipstick,,
7943,103.06,5095,3,Female,Female-Mid,Headband,Clown Eyes Green,,,,Pipe,,,
7944,201.72,604,5,Male,Male-Light,Peak Spike,Eye Patch,Muttonchops,,,,Frown,,Earring
7945,184.71,734,5,Male,Male-Light,Messy Hair,Eye Patch,Goat,,,Pipe,,,Earring
7946,124.06,2997,2,Male,Male-Light,Top Hat,Big Shades,,,,,,,
7947,117.54,3576,3,Male,Male-Light,Mohawk Dark,,Mustache,,,,Smile,,
7948,120.21,3370,3,Male,Male-Mid,Purple Hair,,Handlebars,,,,,,Earring
7949,75.22,8402,2,Male,Male-Light,Mohawk,Eye Mask,,,,,,,
7950,96.11,5811,3,Male,Male-Mid,Wild Hair,Regular Shades,Front Beard Dark,,,,,,
7951,143.4,1730,3,Male,Male-Mid,Cap,,Muttonchops,,Silver Chain,,,,
7952,156.59,1265,3,Male,Male-Mid,Purple Hair,,Shadow Beard,,Gold Chain,,,,
7953,205.91,568,5,Male,Male-Mid,Headband,Small Shades,,,,Vape,Smile,,Earring
7954,75.17,8416,2,Male,Male-Mid,Knitted Cap,,,,,Pipe,,,
7955,78.66,7840,3,Male,Male-Dark,Cap,Nerd Glasses,,Mole,,,,,
7956,262.58,255,5,Male,Male-Albino,Police Cap,Small Shades,Goat,,,Pipe,Frown,,
7957,84.92,7068,3,Female,Female-Light,Messy Hair,Clown Eyes Green,,,,,Black Lipstick,,
7958,105.64,4805,2,Female,Female-Mid,Clown Hair Green,,,,,,Hot Lipstick,,
7959,104.8,4911,3,Male,Male-Light,Frumpy Hair,,Muttonchops,,,Pipe,,,
7960,106.32,4720,2,Male,Male-Mid,Fedora,Eye Mask,,,,,,,
7961,123.13,3089,3,Male,Male-Mid,Mohawk,,Chinstrap,,,,,Clown Nose,
7962,79.16,7753,3,Male,Male-Albino,Bandana,Small Shades,,,,,,,Earring
7963,60.21,9695,2,Male,Male-Dark,Mohawk Thin,Horned Rim Glasses,,,,,,,
7964,59.13,9779,2,Male,Male-Mid,Bandana,Classic Shades,,,,,,,
7965,78.66,7841,3,Female,Female-Light,Mohawk,Classic Shades,,,,,Purple Lipstick,,
7966,112.74,3969,1,Male,Male-Light,,Small Shades,,,,,,,
7967,150.07,1451,4,Female,Female-Dark,Straight Hair Dark,Blue Eye Shadow,,,,,Black Lipstick,,Earring
7968,72.59,8659,3,Male,Male-Light,Do-rag,Big Shades,,,,,,,Earring
7969,96.04,5822,3,Male,Male-Dark,Headband,Eye Patch,Muttonchops,,,,,,
7970,83.5,7258,2,Female,Female-Light,Mohawk Thin,,,,,Vape,,,
7971,1011.08,29,6,Female,Female-Mid,Wild Hair,Big Shades,,Mole,,Cigarette,Black Lipstick,,Earring
7972,133.3,2286,3,Male,Male-Albino,Messy Hair,Small Shades,,,,Medical Mask,,,
7973,210.45,523,3,Female,Female-Dark,Orange Side,Purple Eye Shadow,,,,,,,Earring
7974,84.26,7165,3,Male,Male-Dark,Mohawk,Eye Mask,,,,Cigarette,,,
7975,202.19,599,4,Male,Male-Dark,Clown Hair Green,Eye Patch,Chinstrap,,,Medical Mask,,,
7976,184.26,739,3,Female,Female-Light,Blonde Bob,Purple Eye Shadow,,,,Medical Mask,,,
7977,201.02,609,3,Female,Female-Light,Dark Hair,Purple Eye Shadow,,Rosy Cheeks,,,,,
7978,93.71,6117,4,Female,Female-Dark,Frumpy Hair,Clown Eyes Green,,,,,Black Lipstick,,Earring
7979,144.03,1698,3,Male,Male-Light,Vampire Hair,Eye Patch,Handlebars,,,,,,
7980,129.37,2545,3,Female,Female-Light,Half Shaved,Clown Eyes Green,,,,,Hot Lipstick,,
7981,93.31,6167,4,Female,Female-Mid,Headband,Clown Eyes Green,,,,,Hot Lipstick,,Earring
7982,106.42,4700,2,Female,Female-Dark,Mohawk,,,,Gold Chain,,,,
7983,96.52,5757,3,Female,Female-Light,Frumpy Hair,Green Eye Shadow,,,,,Black Lipstick,,
7984,140.61,1891,3,Male,Male-Light,Vampire Hair,Eye Patch,Normal Beard Black,,,,,,
7985,161.32,1153,3,Female,Female-Albino,Tassle Hat,Blue Eye Shadow,,,,Pipe,,,
7986,143.63,1714,4,Male,Male-Light,Cowboy Hat,Nerd Glasses,,,,Pipe,,,Earring
7987,122.51,3150,3,Female,Female-Dark,Blonde Bob,Regular Shades,,,,,Hot Lipstick,,
7988,84.71,7098,3,Male,Male-Light,Headband,,,,,,Frown,,Earring
7989,90.16,6550,2,Male,Male-Dark,Frumpy Hair,,,,,,,Clown Nose,
7990,227,396,3,Male,Male-Mid,Purple Hair,Eye Patch,,,,,Buck Teeth,,
7991,96.11,5812,3,Male,Male-Light,Mohawk,Big Shades,Front Beard Dark,,,,,,
7992,111.79,4045,2,Male,Male-Mid,Knitted Cap,,Big Beard,,,,,,
7993,91.28,6418,2,Male,Male-Mid,Clown Hair Green,,,,,,,,Earring
7994,136.01,2141,3,Female,Female-Dark,Dark Hair,3D Glasses,,,,,Black Lipstick,,
7995,85.06,7047,2,Male,Male-Dark,Shaved Head,,,,,Pipe,,,
7996,283.81,180,3,Male,Male-Light,Beanie,,Luxurious Beard,,,,,,Earring
7997,132,2347,3,Male,Male-Light,Bandana,,Normal Beard,,Gold Chain,,,,
7998,81.64,7467,3,Male,Male-Mid,Cap Forward,Eye Patch,,,,,,,Earring
7999,137.72,2048,4,Female,Female-Light,Blonde Short,Nerd Glasses,,,,,Hot Lipstick,,Earring
8000,265.21,244,5,Male,Male-Albino,Cap,VR,Mustache,Rosy Cheeks,,Cigarette,,,
8001,121.7,3230,3,Female,Female-Mid,Mohawk,Regular Shades,,,Gold Chain,,,,
8002,75.07,8429,3,Male,Male-Dark,Wild Hair,,Shadow Beard,Mole,,,,,
8003,107.78,4529,3,Male,Male-Mid,Hoodie,Regular Shades,Goat,,,,,,
8004,88.31,6724,2,Male,Male-Dark,Peak Spike,,Chinstrap,,,,,,
8005,106.06,4757,3,Male,Male-Dark,Messy Hair,,Mustache,,,Pipe,,,
8006,121.57,3244,3,Male,Male-Mid,Frumpy Hair,3D Glasses,,,,,,Clown Nose,
8007,105.1,4878,4,Female,Female-Dark,Knitted Cap,Purple Eye Shadow,,,,,Hot Lipstick,,Earring
8008,121.48,3255,3,Male,Male-Dark,Police Cap,Nerd Glasses,Handlebars,,,,,,
8009,118.34,3508,2,Female,Female-Light,Wild Blonde,Clown Eyes Green,,,,,,,
8010,185.35,726,2,Female,Female-Light,Orange Side,,,,,,Hot Lipstick,,
8011,105.01,4883,3,Male,Male-Mid,Do-rag,Classic Shades,Chinstrap,,,,,,
8012,152.65,1380,3,Male,Male-Mid,Fedora,,Goat,,,,,Clown Nose,
8013,85.01,7053,3,Male,Male-Mid,Wild Hair,,Normal Beard Black,,,Cigarette,,,
8014,107.47,4575,3,Male,Male-Mid,Police Cap,,Front Beard,,,,,,Earring
8015,111.41,4084,3,Male,Male-Dark,Cap Forward,Big Shades,Front Beard,,,,,,
8016,134.32,2233,3,Male,Male-Dark,Crazy Hair,,Luxurious Beard,,,Medical Mask,,,
8017,141.65,1822,3,Male,Male-Light,Top Hat,Eye Mask,,,,,,,Earring
8018,62.23,9490,2,Female,Female-Mid,Crazy Hair,,,,,,Hot Lipstick,,
8019,105.2,4865,4,Male,Male-Light,Knitted Cap,Regular Shades,,,,,Frown,,Earring
8020,131.16,2401,3,Female,Female-Mid,Blonde Short,Big Shades,,,,,Hot Lipstick,,
8021,101.78,5234,2,Male,Male-Mid,Mohawk Thin,,,,Gold Chain,,,,
8022,89.97,6573,3,Male,Male-Light,Cap,Clown Eyes Green,Shadow Beard,,,,,,
8023,231.73,374,4,Female,Female-Mid,Pigtails,Blue Eye Shadow,,,,,Black Lipstick,Clown Nose,
8024,111.57,4071,2,Female,Female-Mid,Tassle Hat,,,,,Pipe,,,
8025,109.54,4308,3,Male,Male-Light,Crazy Hair,Eye Mask,Luxurious Beard,,,,,,
8026,120.48,3351,3,Male,Male-Mid,Knitted Cap,,,,,Vape,Smile,,
8027,84.4,7146,4,Female,Female-Dark,Messy Hair,Big Shades,,,,,Purple Lipstick,,Earring
8028,89.54,6620,3,Male,Male-Mid,Mohawk Thin,Big Shades,,,,Pipe,,,
8029,63.59,9330,3,Female,Female-Light,Messy Hair,,,Mole,,,,,Earring
8030,136.85,2094,3,Female,Female-Dark,Wild White Hair,,,,,Vape,,,Earring
8031,94.38,6036,3,Male,Male-Mid,Do-rag,,Muttonchops,,,Cigarette,,,
8032,92.46,6271,4,Female,Female-Mid,Wild Hair,Clown Eyes Green,,Mole,,,,,Earring
8033,92.76,6231,2,Male,Male-Mid,Cap Forward,3D Glasses,,,,,,,
8034,170.45,945,3,Female,Female-Mid,Dark Hair,,,Spots,,,,,Earring
8035,185.79,719,5,Female,Female-Light,Dark Hair,,,Mole,,Cigarette,Hot Lipstick,,Earring
8036,199.82,615,4,Male,Male-Mid,Peak Spike,Small Shades,,Rosy Cheeks,,,Smile,,
8037,116.25,3703,4,Female,Female-Mid,Frumpy Hair,Blue Eye Shadow,,Mole,,,Black Lipstick,,
8038,156.76,1262,3,Female,Female-Albino,Red Mohawk,Blue Eye Shadow,,,,,Purple Lipstick,,
8039,78.94,7790,3,Female,Female-Dark,Messy Hair,Eye Patch,,,,,Hot Lipstick,,
8040,130.93,2416,4,Male,Male-Light,Bandana,Eye Patch,,,Silver Chain,,,,Earring
8041,237.08,347,4,Male,Male-Mid,Clown Hair Green,Eye Mask,Mustache,Spots,,,,,
8042,100.99,5304,2,Male,Male-Dark,Police Cap,,,,,Pipe,,,
8043,63.01,9403,2,Female,Female-Light,Stringy Hair,Big Shades,,,,,,,
8044,215.99,485,3,Female,Female-Albino,Orange Side,Big Shades,,,,,Hot Lipstick,,
8045,157.64,1238,3,Male,Male-Mid,Clown Hair Green,,Big Beard,,,,,,Earring
8046,93.87,6097,2,Male,Male-Light,Fedora,Eye Patch,,,,,,,
8047,131.7,2368,4,Male,Male-Dark,Fedora,Horned Rim Glasses,Luxurious Beard,,,,,,Earring
8048,88.22,6727,2,Male,Male-Mid,Shaved Head,,Chinstrap,,,,,,
8049,78.73,7822,2,Male,Male-Dark,Headband,,Normal Beard,,,,,,
8050,84.97,7061,4,Male,Male-Light,Headband,Nerd Glasses,Shadow Beard,,,,,,Earring
8051,102.23,5191,3,Male,Male-Light,Messy Hair,Clown Eyes Green,Handlebars,,,,,,
8052,96.58,5752,3,Male,Male-Mid,Knitted Cap,Eye Patch,Mustache,,,,,,
8053,141.1,1861,2,Male,Male-Light,Top Hat,,Mustache,,,,,,
8054,80.89,7539,2,Female,Female-Mid,Bandana,Blue Eye Shadow,,,,,,,
8055,127.43,2703,3,Female,Female-Light,Straight Hair,Clown Eyes Blue,,,,,Hot Lipstick,,
8056,155.66,1299,4,Male,Male-Mid,Mohawk Dark,VR,Luxurious Beard,,,,,Clown Nose,
8057,149.17,1483,4,Female,Female-Light,Half Shaved,VR,,,,Cigarette,Black Lipstick,,
8058,120.36,3361,3,Female,Female-Light,Straight Hair,Regular Shades,,,,,Hot Lipstick,,
8059,107.08,4625,2,Male,Male-Light,Fedora,,Goat,,,,,,
8060,78.37,7886,4,Female,Female-Light,Bandana,Big Shades,,,,Cigarette,,,Earring
8061,143.07,1743,3,Male,Male-Dark,Fedora,Eye Mask,Front Beard Dark,,,,,,
8062,106.73,4660,3,Male,Male-Light,Mohawk Dark,Eye Mask,Muttonchops,,,,,,
8063,314.28,99,3,Female,Female-Dark,Blonde Bob,,,,Choker,,Purple Lipstick,,
8064,98.27,5557,3,Male,Male-Light,Fedora,Nerd Glasses,,,,Cigarette,,,
8065,170.52,943,4,Male,Male-Light,Vampire Hair,Regular Shades,,,Gold Chain,,,,Earring
8066,202.49,596,3,Female,Female-Dark,Orange Side,Classic Shades,,,,,Hot Lipstick,,
8067,91.03,6451,3,Male,Male-Light,Knitted Cap,,Goat,Mole,,,,,
8068,109.6,4299,3,Male,Male-Dark,Crazy Hair,Eye Mask,Normal Beard Black,,,,,,
8069,114.74,3833,3,Male,Male-Albino,Frumpy Hair,Small Shades,Handlebars,,,,,,
8070,103.28,5077,3,Male,Male-Mid,Peak Spike,3D Glasses,Shadow Beard,,,,,,
8071,203.11,586,4,Male,Male-Dark,Vampire Hair,Nerd Glasses,Muttonchops,,Silver Chain,,,,
8072,125.32,2859,4,Male,Male-Mid,Police Cap,Nerd Glasses,Mustache,,,,,,Earring
8073,85.55,7001,3,Male,Male-Albino,Cap,Horned Rim Glasses,,,,Cigarette,,,
8074,107.24,4603,3,Male,Male-Light,Fedora,Small Shades,,,,Cigarette,,,
8075,82.59,7360,3,Male,Male-Mid,Knitted Cap,Small Shades,,Mole,,,,,
8076,117.65,3564,3,Female,Female-Mid,Cap,Green Eye Shadow,,,,Pipe,,,
8077,86.03,6943,3,Female,Female-Mid,Cap,Eye Patch,,,,,Purple Lipstick,,
8078,75.48,8376,2,Male,Male-Dark,Frumpy Hair,,Muttonchops,,,,,,
8079,212.83,509,5,Male,Male-Light,Do-rag,Horned Rim Glasses,Front Beard,,,Cigarette,Smile,,
8080,76.77,8178,4,Male,Male-Dark,Messy Hair,,Shadow Beard,,,Cigarette,,,Earring
8081,132.56,2319,3,Male,Male-Light,Do-rag,,Normal Beard,,,,,Clown Nose,
8082,139.93,1924,3,Male,Male-Light,Cowboy Hat,Regular Shades,Normal Beard,,,,,,
8083,130.93,2417,3,Male,Male-Dark,Purple Hair,,Front Beard,Mole,,,,,
8084,129.16,2567,2,Male,Male-Albino,,Clown Eyes Blue,Normal Beard,,,,,,
8085,142.79,1759,3,Male,Male-Dark,Hoodie,Regular Shades,Big Beard,,,,,,
8086,108.73,4412,4,Male,Male-Dark,Bandana,Horned Rim Glasses,,,,Cigarette,Frown,,
8087,106.62,4675,3,Male,Male-Light,Frumpy Hair,,Shadow Beard,,,,,Clown Nose,
8088,106.82,4649,2,Male,Male-Dark,Wild Hair,,,,Silver Chain,,,,
8089,121.89,3212,3,Female,Female-Dark,Straight Hair Dark,,,Mole,,,Black Lipstick,,
8090,93.01,6200,3,Male,Male-Light,Mohawk Dark,Big Shades,Mustache,,,,,,
8091,65.35,9179,2,Female,Female-Mid,Knitted Cap,Regular Shades,,,,,,,
8092,76,8312,3,Female,Female-Dark,Frumpy Hair,Eye Patch,,,,Cigarette,,,
8093,96.13,5805,3,Male,Male-Mid,Mohawk Thin,Horned Rim Glasses,Front Beard Dark,,,,,,
8094,122.44,3156,3,Female,Female-Dark,Wild Blonde,Nerd Glasses,,,,,Hot Lipstick,,
8095,125.45,2848,3,Male,Male-Dark,Vampire Hair,Eye Patch,Shadow Beard,,,,,,
8096,207.03,551,2,Female,Female-Light,Half Shaved,Welding Goggles,,,,,,,
8097,97,5703,3,Female,Female-Mid,Frumpy Hair,Blue Eye Shadow,,,,,Black Lipstick,,
8098,79.17,7750,3,Male,Male-Mid,Frumpy Hair,,Luxurious Beard,,,,,,Earring
8099,84.71,7099,2,Male,Male-Albino,Cap,Small Shades,,,,,,,
8100,141.85,1801,2,Male,Male-Mid,Top Hat,,Chinstrap,,,,,,
8101,188.48,691,5,Male,Male-Dark,Stringy Hair,,Chinstrap,Mole,,,Frown,,Earring
8102,87.79,6764,3,Male,Male-Light,Wild Hair,VR,Shadow Beard,,,,,,
8103,105.66,4801,3,Male,Male-Light,Bandana,VR,Front Beard Dark,,,,,,
8104,75.98,8317,2,Male,Male-Light,Stringy Hair,,Luxurious Beard,,,,,,
8105,435.07,56,4,Female,Female-Light,Pigtails,,,Rosy Cheeks,Choker,,Black Lipstick,,
8106,83.47,7264,3,Male,Male-Mid,Knitted Cap,,Handlebars,,,,,,Earring
8107,81.69,7462,3,Male,Male-Mid,Stringy Hair,,,,,,Frown,,Earring
8108,78.81,7807,3,Male,Male-Mid,Frumpy Hair,,Normal Beard Black,,,,,,Earring
8109,97.75,5615,3,Male,Male-Albino,Messy Hair,,Front Beard,,,Cigarette,,,
8110,84.2,7177,2,Female,Female-Light,Mohawk Dark,Purple Eye Shadow,,,,,,,
8111,116.57,3667,2,Male,Male-Mid,Vampire Hair,VR,,,,,,,
8112,115.77,3748,4,Male,Male-Mid,Cap,Nerd Glasses,Normal Beard,Mole,,,,,
8113,74.28,8505,2,Male,Male-Light,Messy Hair,Eye Mask,,,,,,,
8114,76.71,8185,2,Male,Male-Mid,Crazy Hair,Eye Mask,,,,,,,
8115,92.1,6319,3,Female,Female-Dark,Headband,VR,,,,,Black Lipstick,,
8116,84.96,7064,3,Male,Male-Mid,Mohawk,,Normal Beard,,,Cigarette,,,
8117,123.28,3073,2,Male,Male-Dark,Cowboy Hat,,Muttonchops,,,,,,
8118,107.2,4609,3,Male,Male-Dark,Do-rag,Big Shades,Front Beard Dark,,,,,,
8119,78.1,7944,3,Female,Female-Mid,Frumpy Hair,Horned Rim Glasses,,,,,Black Lipstick,,
8120,176.35,834,4,Male,Male-Albino,Stringy Hair,,Front Beard,,,,Frown,Clown Nose,
8121,104.46,4943,3,Male,Male-Albino,Mohawk,Horned Rim Glasses,Chinstrap,,,,,,
8122,81.82,7445,2,Male,Male-Light,,,Shadow Beard,,,,,,Earring
8123,144.58,1673,3,Male,Male-Mid,Do-rag,Small Shades,Big Beard,,,,,,
8124,129.78,2509,3,Male,Male-Light,Mohawk Dark,Eye Patch,Big Beard,,,,,,
8125,108.32,4453,3,Male,Male-Mid,Stringy Hair,3D Glasses,Chinstrap,,,,,,
8126,130.61,2441,3,Female,Female-Dark,Red Mohawk,Clown Eyes Green,,,,,Purple Lipstick,,
8127,293.05,157,1,Zombie,Zombie,Headband,,,,,,,,
8128,122.07,3190,2,Female,Female-Mid,Wild Blonde,VR,,,,,,,
8129,118.71,3472,3,Male,Male-Light,Do-rag,Eye Mask,Luxurious Beard,,,,,,
8130,119.97,3387,3,Male,Male-Light,Stringy Hair,Nerd Glasses,,,Silver Chain,,,,
8131,103.29,5072,3,Male,Male-Mid,Frumpy Hair,VR,Normal Beard,,,,,,
8132,113.93,3883,3,Male,Male-Light,Peak Spike,Clown Eyes Green,Front Beard Dark,,,,,,
8133,82.76,7340,2,Female,Female-Albino,Cap,,,,,,Purple Lipstick,,
8134,158.63,1217,2,Female,Female-Albino,Pink With Hat,,,,,,Hot Lipstick,,
8135,71.39,8758,3,Male,Male-Mid,Shaved Head,Nerd Glasses,,,,,,,Earring
8136,94.97,5963,3,Male,Male-Mid,Mohawk Thin,Nerd Glasses,,,,,Frown,,
8137,123.31,3070,2,Female,Female-Albino,Half Shaved,Nerd Glasses,,,,,,,
8138,124.15,2987,3,Male,Male-Light,,Small Shades,Handlebars,,,,,,Earring
8139,123.5,3055,3,Male,Male-Light,Vampire Hair,,Goat,,,,,,Earring
8140,117.48,3581,3,Female,Female-Light,Straight Hair,Classic Shades,,,,Cigarette,,,
8141,125.6,2837,2,Female,Female-Light,Mohawk Dark,,,Rosy Cheeks,,,,,
8142,95.64,5880,3,Female,Female-Light,Mohawk Thin,Green Eye Shadow,,,,,Purple Lipstick,,
8143,77.83,7990,3,Male,Male-Mid,Bandana,,Chinstrap,,,,,,Earring
8144,57,9870,2,Male,Male-Mid,Stringy Hair,,,Mole,,,,,
8145,93.2,6178,3,Male,Male-Dark,Stringy Hair,Classic Shades,Luxurious Beard,,,,,,
8146,257.44,269,2,Male,Male-Mid,Beanie,,,,,Cigarette,,,
8147,72.31,8680,3,Female,Female-Dark,Crazy Hair,,,,,Cigarette,Purple Lipstick,,
8148,138.19,2024,2,Female,Female-Mid,Blonde Short,Purple Eye Shadow,,,,,,,
8149,130.12,2481,2,Female,Female-Mid,Straight Hair Blonde,Purple Eye Shadow,,,,,,,
8150,81.57,7478,2,Female,Female-Dark,Stringy Hair,Green Eye Shadow,,,,,,,
8151,105.84,4781,3,Male,Male-Mid,Headband,Small Shades,Front Beard Dark,,,,,,
8152,1105.23,24,6,Male,Male-Light,Knitted Cap,Eye Patch,Luxurious Beard,,Gold Chain,,Smile,,Earring
8153,120.49,3350,3,Male,Male-Mid,Stringy Hair,,Goat,,,,,Clown Nose,
8154,84.69,7105,2,Female,Female-Light,Knitted Cap,,,,,Vape,,,
8155,110.76,4157,3,Male,Male-Mid,Fedora,Eye Patch,Shadow Beard,,,,,,
8156,108.55,4426,3,Male,Male-Light,Mohawk Thin,Eye Mask,Chinstrap,,,,,,
8157,105.46,4830,4,Male,Male-Dark,Headband,Classic Shades,Front Beard,,,,,,Earring
8158,120.79,3323,4,Male,Male-Light,Do-rag,Big Shades,Front Beard Dark,,,Cigarette,,,
8159,94.64,6002,3,Male,Male-Dark,Headband,Horned Rim Glasses,Normal Beard Black,,,,,,
8160,107.56,4558,3,Male,Male-Light,Mohawk Dark,3D Glasses,Muttonchops,,,,,,
8161,117.77,3550,3,Male,Male-Mid,Do-rag,VR,Handlebars,,,,,,
8162,240.39,330,2,Female,Female-Albino,Pilot Helmet,,,,,,Black Lipstick,,
